open_time,close_time,open,high,low,close,volume,quote_volume,trade_count
2019-10-14T06:00:00+00:00,2019-10-14T06:59:59+00:00,8311.31,8333.42,8297.19,8319.35,1066.152674,0.0,0
2019-10-14T07:00:00+00:00,2019-10-14T07:59:59+00:00,8319.35,8320.0,8280.44,8305.76,1646.02701,0.0,0
2019-10-14T08:00:00+00:00,2019-10-14T08:59:59+00:00,8305.76,8320.07,8294.08,8308.18,1596.306089,0.0,0
2019-10-14T09:00:00+00:00,2019-10-14T09:59:59+00:00,8308.56,8325.62,8287.01,8299.99,1138.552735,0.0,0
2019-10-14T10:00:00+00:00,2019-10-14T10:59:59+00:00,8299.98,8316.01,8289.79,8307.06,1059.621644,0.0,0
2019-10-14T11:00:00+00:00,2019-10-14T11:59:59+00:00,8307.03,8307.4,8277.0,8280.32,901.568635,0.0,0
2019-10-14T12:00:00+00:00,2019-10-14T12:59:59+00:00,8280.08,8284.02,8242.22,8256.0,1791.468904,0.0,0
2019-10-14T13:00:00+00:00,2019-10-14T13:59:59+00:00,8256.03,8290.0,8250.0,8286.73,924.412603,0.0,0
2019-10-14T14:00:00+00:00,2019-10-14T14:59:59+00:00,8286.73,8291.47,8260.16,8262.09,693.375331,0.0,0
2019-10-14T15:00:00+00:00,2019-10-14T15:59:59+00:00,8263.72,8276.33,8247.02,8251.94,1160.032525,0.0,0
2019-10-14T16:00:00+00:00,2019-10-14T16:59:59+00:00,8254.05,8388.85,8203.0,8332.83,4001.693106,0.0,0
2019-10-14T17:00:00+00:00,2019-10-14T17:59:59+00:00,8331.11,8355.0,8320.01,8326.97,1972.595467,0.0,0
2019-10-14T18:00:00+00:00,2019-10-14T18:59:59+00:00,8325.68,8356.18,8325.0,8354.42,1052.360262,0.0,0
2019-10-14T19:00:00+00:00,2019-10-14T19:59:59+00:00,8354.84,8377.0,8319.97,8327.96,1128.543451,0.0,0
2019-10-14T20:00:00+00:00,2019-10-14T20:59:59+00:00,8327.96,8344.5,8320.0,8338.14,593.692772,0.0,0
2019-10-14T21:00:00+00:00,2019-10-14T21:59:59+00:00,8338.14,8350.0,8251.89,8305.0,1809.360102,0.0,0
2019-10-14T22:00:00+00:00,2019-10-14T22:59:59+00:00,8305.44,8349.95,8299.32,8337.66,1142.670625,0.0,0
2019-10-14T23:00:00+00:00,2019-10-14T23:59:59+00:00,8338.17,8349.49,8328.63,8348.2,906.534843,0.0,0
2019-10-15T00:00:00+00:00,2019-10-15T00:59:59+00:00,8346.86,8403.0,8346.8,8356.4,3077.620372,0.0,0
2019-10-15T01:00:00+00:00,2019-10-15T01:59:59+00:00,8353.93,8364.77,8323.87,8328.29,1001.042326,0.0,0
2019-10-15T02:00:00+00:00,2019-10-15T02:59:59+00:00,8328.27,8336.48,8311.77,8332.68,646.826206,0.0,0
