open_time,close_time,open,high,low,close,volume,quote_volume,trade_count
2026-01-01T00:00:00+00:00,2026-01-01T00:59:59.999000+00:00,100.0,101.40409478671667,98.03250500113828,99.36197965659423,145.7795126839805,13436.547158844263,100
2026-01-01T01:00:00+00:00,2026-01-01T01:59:59.999000+00:00,99.36197965659423,102.42226278558118,98.7793409762726,101.57444179149499,117.82436858459175,15202.174599616488,101
2026-01-01T02:00:00+00:00,2026-01-01T02:59:59.999000+00:00,101.57444179149499,106.5134589008175,100.54931936998273,104.78984633100467,102.66685445822631,13218.612540602495,102
2026-01-01T03:00:00+00:00,2026-01-01T03:59:59.999000+00:00,104.78984633100467,106.7159167509315,104.08003032514355,105.05882627495362,108.37011927897497,11547.093839811763,103
2026-01-01T04:00:00+00:00,2026-01-01T04:59:59.999000+00:00,105.05882627495362,107.97739251891136,104.06540313599788,107.34681559527156,130.17457390763994,11635.575338854282,104
2026-01-01T05:00:00+00:00,2026-01-01T05:59:59.999000+00:00,107.34681559527156,108.61400163358944,106.29026367935617,107.90725966073794,100.984883956797,14013.838792174252,105
2026-01-01T06:00:00+00:00,2026-01-01T06:59:59.999000+00:00,107.90725966073794,109.0806836428213,106.95629497882076,107.93859780635155,142.67245793871666,10985.565830726351,106
2026-01-01T07:00:00+00:00,2026-01-01T07:59:59.999000+00:00,107.93859780635155,108.49914367945487,106.79488301818985,107.37374091174813,102.06798356604413,15295.097137745914,107
2026-01-01T08:00:00+00:00,2026-01-01T08:59:59.999000+00:00,107.37374091174813,108.56418887153023,105.37609097211255,106.47326512371782,123.27580731274078,13053.157423690858,108
2026-01-01T09:00:00+00:00,2026-01-01T09:59:59.999000+00:00,106.47326512371782,108.00239683012713,105.02495130055387,106.37557644070388,111.69719748162578,11138.824739391635,109
2026-01-01T10:00:00+00:00,2026-01-01T10:59:59.999000+00:00,106.37557644070388,107.40130313646459,105.74027406662259,106.36546145927811,113.05045690890827,15107.897051620348,110
2026-01-01T11:00:00+00:00,2026-01-01T11:59:59.999000+00:00,106.36546145927811,107.0755028276018,103.78506410928574,105.33135701264192,112.64935440899396,15644.590261805477,111
2026-01-01T12:00:00+00:00,2026-01-01T12:59:59.999000+00:00,105.33135701264192,106.30790394676197,104.27986733211759,105.62655745729573,109.64099338824738,14891.844866744119,112
2026-01-01T13:00:00+00:00,2026-01-01T13:59:59.999000+00:00,105.62655745729573,107.24800957912797,104.2178730401953,105.383912521986,130.47242358263628,14585.869654231,113
2026-01-01T14:00:00+00:00,2026-01-01T14:59:59.999000+00:00,105.383912521986,107.52309177632097,103.60565616829022,105.78644596771605,105.53474673833027,12114.337736836776,114
2026-01-01T15:00:00+00:00,2026-01-01T15:59:59.999000+00:00,105.78644596771605,106.46511465778248,103.64085814658475,105.28710107499651,123.15694240467141,14923.766526185327,115
2026-01-01T16:00:00+00:00,2026-01-01T16:59:59.999000+00:00,105.28710107499651,107.35418611774509,104.09564310370754,106.84577459420656,134.68099035132576,15441.785262953892,116
2026-01-01T17:00:00+00:00,2026-01-01T17:59:59.999000+00:00,106.84577459420656,109.02189305195728,105.41828853108079,107.50532865031185,110.3035730592014,11287.391031825104,117
2026-01-01T18:00:00+00:00,2026-01-01T18:59:59.999000+00:00,107.50532865031185,108.0589822641644,105.59223327046786,106.7056116339799,136.4727695406979,13351.075459316211,118
2026-01-01T19:00:00+00:00,2026-01-01T19:59:59.999000+00:00,106.7056116339799,107.89647797525436,106.02535308563517,107.2959488550333,145.470326731246,11905.692266878064,119
2026-01-01T20:00:00+00:00,2026-01-01T20:59:59.999000+00:00,107.2959488550333,107.74647797525435,106.17535308563518,107.74647797525435,139.0950906033499,13521.98120694149,120
2026-01-01T21:00:00+00:00,2026-01-01T21:59:59.999000+00:00,107.59647797525434,107.59647797525434,106.32535308563519,106.5945312840386,102.60132364807963,14502.941651230902,121
2026-01-01T22:00:00+00:00,2026-01-01T22:59:59.999000+00:00,106.5945312840386,108.27324637439445,104.18854707791903,105.21740905524041,140.31017673549468,15531.307551783157,122
2026-01-01T23:00:00+00:00,2026-01-01T23:59:59.999000+00:00,105.21740905524041,106.56822210207604,102.78491420109006,104.56195044804487,128.80179499622864,11091.883126267532,123
2026-01-02T00:00:00+00:00,2026-01-02T00:59:59.999000+00:00,104.56195044804487,105.38706572712316,101.95579855009146,102.94073855432781,146.6648627394524,11411.13335450439,124
2026-01-02T01:00:00+00:00,2026-01-02T01:59:59.999000+00:00,102.94073855432781,104.10094662144773,99.25245308290597,100.96013679019774,131.94824170087915,14284.170281379804,125
2026-01-02T02:00:00+00:00,2026-01-02T02:59:59.999000+00:00,100.96013679019774,102.1989085607855,96.44235497440671,97.77074845921489,125.13880402863275,11108.971024823011,126
2026-01-02T03:00:00+00:00,2026-01-02T03:59:59.999000+00:00,97.77074845921489,99.43813914520709,96.27705516959561,97.09940342644866,118.05296570633664,14303.308861121232,127
2026-01-02T04:00:00+00:00,2026-01-02T04:59:59.999000+00:00,97.09940342644866,98.00065291449725,94.7589278055206,95.38997697059898,121.03970850437614,13201.201075112796,128
2026-01-02T05:00:00+00:00,2026-01-02T05:59:59.999000+00:00,95.38997697059898,96.11195062990343,92.12402834510618,92.96988354247142,124.23255317322288,11287.213785233267,129
2026-01-02T06:00:00+00:00,2026-01-02T06:59:59.999000+00:00,92.96988354247142,93.97995972715833,90.89229991605382,91.76943309780613,124.93785577975507,12113.208350429833,130
2026-01-02T07:00:00+00:00,2026-01-02T07:59:59.999000+00:00,91.76943309780613,93.4002264830973,91.1798880026973,92.58452050129738,106.47851103385118,9756.90396480001,131
2026-01-02T08:00:00+00:00,2026-01-02T08:59:59.999000+00:00,92.58452050129738,93.81381123626755,90.62589235191409,91.63045298437032,148.63319847796544,12384.70888902956,132
2026-01-02T09:00:00+00:00,2026-01-02T09:59:59.999000+00:00,91.63045298437032,93.29785306517114,90.21135257685897,92.45715674436744,139.87968002876693,12556.748116747425,133
2026-01-02T10:00:00+00:00,2026-01-02T10:59:59.999000+00:00,92.45715674436744,94.17542977408979,91.1692289322969,93.27663743117134,114.28010116170918,11486.885474779461,134
2026-01-02T11:00:00+00:00,2026-01-02T11:59:59.999000+00:00,93.27663743117134,95.86467408632662,92.25242903874816,94.4048644293161,137.5110601899792,9451.090279089323,135
2026-01-02T12:00:00+00:00,2026-01-02T12:59:59.999000+00:00,94.4048644293161,96.37683281000476,92.86867757208806,94.85408108688144,118.54587724528051,12386.385441266193,136
2026-01-02T13:00:00+00:00,2026-01-02T13:59:59.999000+00:00,94.85408108688144,96.81851170503464,93.78999386997059,95.53814715561498,139.0585847297634,13768.262133411241,137
2026-01-02T14:00:00+00:00,2026-01-02T14:59:59.999000+00:00,95.53814715561498,96.76984253862459,93.87724829398157,94.45909109587289,120.75851170567495,11599.977180380154,138
2026-01-02T15:00:00+00:00,2026-01-02T15:59:59.999000+00:00,94.45909109587289,95.30782152381435,93.60485621380376,94.7141571247313,113.66083782382113,10185.14232983103,139
2026-01-02T16:00:00+00:00,2026-01-02T16:59:59.999000+00:00,94.7141571247313,95.94187124389545,93.89277799812437,94.88341593577412,139.77903584420443,9585.492246094927,140
2026-01-02T17:00:00+00:00,2026-01-02T17:59:59.999000+00:00,94.88341593577412,95.7241440094189,94.06589346273678,94.93984675114677,122.98018346174248,9713.928236335512,141
2026-01-02T18:00:00+00:00,2026-01-02T18:59:59.999000+00:00,94.93984675114677,95.68971171529137,92.24935331283719,92.89697720954905,140.94909990330586,13718.278740039366,142
2026-01-02T19:00:00+00:00,2026-01-02T19:59:59.999000+00:00,92.89697720954905,94.2213261817295,91.51425949894536,93.41704955700716,131.43745539483268,12654.368689023659,143
2026-01-02T20:00:00+00:00,2026-01-02T20:59:59.999000+00:00,93.41704955700716,94.08694060252411,92.46426431109788,93.46238434517052,105.33167767444432,9706.920811228305,144
2026-01-02T21:00:00+00:00,2026-01-02T21:59:59.999000+00:00,93.46238434517052,94.07543150530405,90.93707302030768,91.99327726078812,146.05314767992866,11640.195271766472,145
2026-01-02T22:00:00+00:00,2026-01-02T22:59:59.999000+00:00,91.99327726078812,93.79763757750175,90.49466805075645,92.58826607493017,110.0536489273234,9616.082489809367,146
2026-01-02T23:00:00+00:00,2026-01-02T23:59:59.999000+00:00,92.58826607493017,95.27386167706194,91.24060909868919,93.72409990559144,103.31815252520164,13340.624944278814,147
2026-01-03T00:00:00+00:00,2026-01-03T00:59:59.999000+00:00,93.72409990559144,96.15522183549162,92.51010634852163,94.50381401713388,130.0727607593774,13447.034246044119,148
2026-01-03T01:00:00+00:00,2026-01-03T01:59:59.999000+00:00,94.50381401713388,98.97494044208233,93.865606489967,97.30185309137526,145.09244017901176,13499.482513703115,149
2026-01-03T02:00:00+00:00,2026-01-03T02:59:59.999000+00:00,97.30185309137526,99.66399859614421,95.92062668563563,98.05366913498511,144.9497741317141,14050.960131491836,150
